"","stopped_bzra","DBAS_Medications","SURPS_Hopelessness","CISS_Emotion","DBAS_Consequences","BFI_Conscientiousness","BFI_Neuroticism","SURPS_Sensation_Seeking","capabilityC","side_effectsC","c_lengthofuse","bzra_daily_diazepam_eq","dependenceC","n_sleep_conditions","wdl_symptom_count","stop_wdl_exp_combined","adlsC","DBAS_Worry_Helplessness","DBAS_Expectations","DBAS_Total","CISS_Task","CISS_Avoidance","BFI_Extraversion","BFI_Agreeableness","BFI_Openness","SURPS_Impulsivity","SURPS_Anxiety_Sensitivity","benefitsC","motivationC","gen_health","osss_3_score","phq2_score","med_quant"
"DBAS_Total",0.169034090909091,0.576804704165201,0.177964610266036,0.287863922630324,0.931507689562743,-0.0552708117527271,0.250208187746696,0.0631961437557984,-0.291452251564586,0.203025104630058,0.0802808106962883,0.124900495325087,0.362660808662298,0.208064162825705,0.305314803440376,0.091610936618565,0.215141039394093,0.838375526650064,0.5371183929905,1,,,,,,,,,,,,,
"CISS_Task",0.00656960227272729,-0.0491363375075539,-0.394920588979188,-0.123668138553244,0.0289481555904476,0.220011763925514,-0.204184899149133,0.148505183746793,0.05828474076006,-0.152407402131934,-0.0193755112387255,0.00420993848119999,0.0348396929802871,0.0278139976669231,-0.00400898985291783,0,-0.177369058280893,-0.0585868312356734,-0.0450717919992325,-0.0221367223299771,1,,,,,,,,,,,,
"CISS_Avoidance",0.0108753551136364,0.070497047636301,-0.225479675698713,0.189263677494539,0.132412827530681,-0.0208894495181137,-0.0378513970641991,0.117190269461959,-0.00427673468992601,0.0674052689963586,-0.101958871200869,-0.0411803122045283,0.0244897447995229,0.020035721811667,0.0720884287890733,0,0.0623918606733113,0.088570281485354,0.187664550581935,0.142362504091718,0.233127563594264,1,,,,,,,,,,,
"BFI_Extraversion",-0.0751509232954546,0.0632979012149999,-0.337552949788389,-0.171572128499479,-0.0117658403747325,0.0640691915339293,-0.17595626203902,0.110933842299281,0.0419106286010837,-0.127798065470649,0.0408481714316144,-0.0356669018118003,0.0186985421655171,0.0252550387826978,-0.0314217318999534,0.0126481616056088,-0.162247750124272,-0.081827887726795,0.0389606029118944,-0.00839086902305741,0.183608947593994,0.169635004995881,1,,,,,,,,,,
"BFI_Agreeableness",-0.0392844460227273,-0.0111323443861719,-0.276922131978724,-0.204909871425903,-0.0818718302388787,0.179614169370747,-0.262260390524946,-0.00956077057949017,0.0600464392792952,-0.184690737276528,0.0210091578260834,-0.0315722761074012,-0.0756916948777082,0.046371955749378,-0.0223314324112481,0,-0.135712467967909,-0.0910157367934099,-0.0737328847991112,-0.08170348589616,0.138663713524779,-0.0179597022661696,0.143836921024112,1,,,,,,,,,
"BFI_Openness",-0.139914772727273,0.00620214349637538,-0.0819384609228183,0.0345236796936269,0.149409289161361,0.141760648704356,0.126711116968648,0.134245457875762,-0.0588825771599633,0.00462834799797818,0.0725126536321094,0.0333977788111813,0.181250307067905,0.0563296032313882,0.119855730759707,0.0058998439709972,0.0148833931704661,0.0697975507362359,0.0180999790265727,0.117595566046478,0.192084590154014,0.0937066288298647,0.100063452771913,0.00845759277996715,1,,,,,,,,
"SURPS_Impulsivity",-0.00732421875,0.0160538186971417,0.206745156564731,0.439658897802566,0.133310715449265,-0.301283000447686,0.324304433633557,0.226603881421226,-0.0235892476424467,0.344393836713951,-0.0196344642085399,0.0875992375989915,0.122807019122003,0.0593736491882909,0.171819059435562,0.0202181952140378,0.261248007231649,0.171259491616043,0.143837375697232,0.155883365772754,-0.279665002349799,0.102426989104031,0.0215214264399816,-0.259203941960934,-0.0350059976904951,1,,,,,,,
"SURPS_Anxiety_Sensitivity",0.0607688210227273,0.136669584200502,0.223080386413643,0.393628158467335,0.394883391116051,-0.139782823407489,0.361471035219871,0.00732105207757446,-0.104143613908174,0.228364865034703,0.0411158768589289,0.0624747164432331,0.193802339705362,0.0967190541000504,0.254913674363925,0.0639842539425312,0.182738773976,0.327194388637337,0.142607755671141,0.364864516826751,0.0141702180014175,0.085140296800759,-0.117196061227591,-0.147179725958847,0.0719328900880013,0.268865092594889,1,,,,,,
"benefitsC",0.0359552556818182,0.411903759894021,-0.0388229161743283,0.0549130583064098,0.128895402794687,0.0474491584944343,-0.0287836691600655,0.0627144382707474,-0.255504424216276,-0.194543419047881,0.0849508339397419,0.251048326676845,0.323424715331686,-0.00467121309507746,0.0543749708312259,0.00109346781453467,-0.194199988644331,0.133055471071995,0.188830695731558,0.234684661433383,0.0241522742507115,-0.0217527196100734,0.00240905625998385,0.024536454503751,0.130239926271091,-0.00706233447212272,-0.0267974985129107,1,,,,,
"motivationC",0.226695667613636,0.0912166753950269,0.0978681579431989,0.253990030644135,0.332707519214614,0.00398022982142687,0.159310477711,-0.0233879247331812,-0.524469024260007,0.314721997456573,0.145811818103356,0.286368751881918,0.59294636819912,0.113522451352868,0.435846868246167,0.181631935134524,0.262735160705055,0.260013849640362,0.0457822179920695,0.281880918473277,-0.0223221207204908,0.0825178599147159,0.02421512573704,0.0117728897275358,0.0871748438573451,0.13280673692847,0.235491192048279,0.00478494985750188,1,,,,
"gen_health",-0.0450550426136365,0.013001585836097,-0.305418241522424,-0.0971347724877591,-0.0510657950392186,0.189673395636434,-0.165974952583761,0.0233544897233145,0.00546882259811391,-0.154893460286302,0.0490102479463578,-0.0830900670479902,0.0152897126151021,-0.19953738775341,-0.0796065589145545,0.00516802264610796,-0.0996088438431956,-0.107651084461559,-0.0759167841939162,-0.0777706734116499,0.180169396421835,0.0348524885287366,0.12082361934776,0.11804298296028,0.11340358191594,-0.140821367883482,-0.184564093594448,0.0776875393237149,0.0222257113458418,1,,,
"osss_3_score",0.00327765804597702,-0.101117929706515,-0.30195231601076,-0.13554447177493,-0.134390532295957,0.0951358479589514,-0.148909495815674,-0.0406131150146181,0.120220582803523,-0.101588130128371,-0.0620690360659834,-0.116053507320842,-0.133366655708841,-0.046535985487326,-0.169891027637137,0.0263476299015747,-0.112245014760572,-0.219840247979714,-0.0328781965882385,-0.171826113462404,0.193767330955739,0.132043610716391,0.238873392694535,0.16828863543163,0.0828537819672216,-0.130255258737022,-0.114867039131686,-0.0298248900532408,-0.084345637347568,0.260332260310089,1,,
"phq2_score",0.108354048295455,0.0514698658986649,0.537611107336176,0.384661533783649,0.238606959310752,-0.141306629536876,0.368236314454225,0.115302422803036,-0.126107998980957,0.258945885985766,0.0579632427317111,0.160250763757705,0.148537040702824,0.117517114131659,0.260190736488733,0.0847867126468429,0.244343292514363,0.264200961584546,0.0324405454029946,0.225506180927641,-0.214680544592072,-0.0740704251570513,-0.217239980748862,-0.162524597327941,-0.0442228179649005,0.2683111010139,0.247793621473906,-0.0023184303268814,0.196157498375408,-0.284483957808281,-0.276178277259051,1,
"med_quant",0.103071732954545,0.0985984793158868,0.0604008174687075,0.00162402382268417,0.00506388942658834,-0.133090352312904,0.0788330766724628,-0.0452074223531501,-0.139540139709065,0.0601298171828451,0.0518408037491137,0.165444782764688,0.0480376819065131,0.181199630077557,0.0298398189666785,0,0.00712639594996663,-0.00851991213830651,-0.0434095515197661,0.0178347383237215,-0.121193924560266,-0.0394656974929809,-0.0589686828423496,-0.0220132674696163,-0.0210178040130104,0.0960830616562535,0.203618072245754,-0.0291122308281956,0.0163430328562889,-0.352115898618279,-0.0415085759853771,0.100360533941892,1
